"record_type","record_key","parent_key","legacy_id","category_legacy_id","product_legacy_id","name","title","slug","code","url","short_description","description_html","price","price_status","stock_label","image_url","sort_order","is_primary","tags_json","specs_json","types_json","published_at","author","views","origin","banner_title","banner_description_json","content_json","status"
"PRODUCT_IMAGE","IMAGE:PRODUCT:1:27:ymr-sirus:4:216","PRODUCT:1:27:ymr-sirus","","1","27","","","","","","","","","","","https://res.cloudinary.com/dkxb7klnn/image/upload/v1762548866/DSC00203_i9i0z8.png","4","false","","","","","","","","","","","active"
"PRODUCT_IMAGE","IMAGE:PRODUCT:1:27:ymr-sirus:5:217","PRODUCT:1:27:ymr-sirus","","1","27","","","","","","","","","","","https://res.cloudinary.com/dkxb7klnn/image/upload/v1762548866/DSC00205_vadfc5.png","5","false","","","","","","","","","","","active"
"PRODUCT_IMAGE","IMAGE:PRODUCT:1:27:ymr-sirus:6:218","PRODUCT:1:27:ymr-sirus","","1","27","","","","","","","","","","","https://res.cloudinary.com/dkxb7klnn/image/upload/v1762548866/DSC00205_vadfc5.png","6","false","","","","","","","","","","","active"
"PRODUCT_IMAGE","IMAGE:PRODUCT:1:28:ymr-rs-tq:1:219","PRODUCT:1:28:ymr-rs-tq","","1","28","","","","","","","","","","","https://res.cloudinary.com/dkxb7klnn/image/upload/v1762548865/DSC00195_rikkaj.png","1","true","","","","","","","","","","","active"
"PRODUCT_IMAGE","IMAGE:PRODUCT:1:28:ymr-rs-tq:2:220","PRODUCT:1:28:ymr-rs-tq","","1","28","","","","","","","","","","","https://res.cloudinary.com/dkxb7klnn/image/upload/v1762548866/DSC00199_yupfxz.png","2","false","","","","","","","","","","","active"
"PRODUCT_IMAGE","IMAGE:PRODUCT:1:28:ymr-rs-tq:3:221","PRODUCT:1:28:ymr-rs-tq","","1","28","","","","","","","","","","","https://res.cloudinary.com/dkxb7klnn/image/upload/v1762548866/DSC00200_x6wpyl.png","3","false","","","","","","","","","","","active"
"PRODUCT_IMAGE","IMAGE:PRODUCT:1:28:ymr-rs-tq:4:222","PRODUCT:1:28:ymr-rs-tq","","1","28","","","","","","","","","","","https://res.cloudinary.com/dkxb7klnn/image/upload/v1762548866/DSC00203_i9i0z8.png","4","false","","","","","","","","","","","active"
"PRODUCT_IMAGE","IMAGE:PRODUCT:1:28:ymr-rs-tq:5:223","PRODUCT:1:28:ymr-rs-tq","","1","28","","","","","","","","","","","https://res.cloudinary.com/dkxb7klnn/image/upload/v1762548866/DSC00205_vadfc5.png","5","false","","","","","","","","","","","active"
"PRODUCT_IMAGE","IMAGE:PRODUCT:1:28:ymr-rs-tq:6:224","PRODUCT:1:28:ymr-rs-tq","","1","28","","","","","","","","","","","https://res.cloudinary.com/dkxb7klnn/image/upload/v1762548866/DSC00205_vadfc5.png","6","false","","","","","","","","","","","active"
"PRODUCT_IMAGE","IMAGE:PRODUCT:1:1:tlt-vang-sport:1:225","PRODUCT:1:1:tlt-vang-sport","","1","1","","","","","","","","","","","https://res.cloudinary.com/dkxb7klnn/image/upload/v1780250359/tlt1_eq0u71.png","1","true","","","","","","","","","","","active"
"PRODUCT_IMAGE","IMAGE:PRODUCT:1:1:tlt-vang-sport:2:226","PRODUCT:1:1:tlt-vang-sport","","1","1","","","","","","","","","","","https://res.cloudinary.com/dkxb7klnn/image/upload/v1780250375/tlt2_bztwkp.png","2","false","","","","","","","","","","","active"
"PRODUCT_IMAGE","IMAGE:PRODUCT:1:1:tlt-vang-sport:3:227","PRODUCT:1:1:tlt-vang-sport","","1","1","","","","","","","","","","","https://res.cloudinary.com/dkxb7klnn/image/upload/v1780250381/tlt3_psjuuv.png","3","false","","","","","","","","","","","active"
"PRODUCT_IMAGE","IMAGE:PRODUCT:1:1:tlt-vang-sport:4:228","PRODUCT:1:1:tlt-vang-sport","","1","1","","","","","","","","","","","https://res.cloudinary.com/dkxb7klnn/image/upload/v1780250386/tlt4_ozcn4h.png","4","false","","","","","","","","","","","active"
"PRODUCT_IMAGE","IMAGE:PRODUCT:1:1:tlt-vang-sport:5:229","PRODUCT:1:1:tlt-vang-sport","","1","1","","","","","","","","","","","https://res.cloudinary.com/dkxb7klnn/image/upload/v1780250393/tlt5_qfrvc8.png","5","false","","","","","","","","","","","active"
"PRODUCT_IMAGE","IMAGE:PRODUCT:1:1:tlt-vang-sport:6:230","PRODUCT:1:1:tlt-vang-sport","","1","1","","","","","","","","","","","https://res.cloudinary.com/dkxb7klnn/image/upload/v1780250389/tlt6_xi1ipe.png","6","false","","","","","","","","","","","active"
"PRODUCT_IMAGE","IMAGE:PRODUCT:1:1:tlt-vang-sport:7:231","PRODUCT:1:1:tlt-vang-sport","","1","1","","","","","","","","","","","https://res.cloudinary.com/dkxb7klnn/image/upload/v1780250401/tlt7_gkrbm7.png","7","false","","","","","","","","","","","active"
"PRODUCT_IMAGE","IMAGE:PRODUCT:1:1:tlt-vang-sport:8:232","PRODUCT:1:1:tlt-vang-sport","","1","1","","","","","","","","","","","https://res.cloudinary.com/dkxb7klnn/image/upload/v1780250405/tlt8_av9ov4.png","8","false","","","","","","","","","","","active"
"PRODUCT_IMAGE","IMAGE:PRODUCT:1:1:tlt-vang-sport:9:233","PRODUCT:1:1:tlt-vang-sport","","1","1","","","","","","","","","","","https://res.cloudinary.com/dkxb7klnn/image/upload/v1780250408/tlt9_pmonwf.png","9","false","","","","","","","","","","","active"
"PRODUCT_IMAGE","IMAGE:PRODUCT:1:1:tlt-vang-sport:10:234","PRODUCT:1:1:tlt-vang-sport","","1","1","","","","","","","","","","","https://res.cloudinary.com/dkxb7klnn/image/upload/v1780250398/tlt10_gqcavn.png","10","false","","","","","","","","","","","active"
"PRODUCT_IMAGE","IMAGE:PRODUCT:1:1:tlt-vang-sport:11:235","PRODUCT:1:1:tlt-vang-sport","","1","1","","","","","","","","","","","https://res.cloudinary.com/dkxb7klnn/image/upload/v1780250411/tlt11_qlwaxw.png","11","false","","","","","","","","","","","active"
"PRODUCT_IMAGE","IMAGE:PRODUCT:1:1:tlt-vang-sport:12:236","PRODUCT:1:1:tlt-vang-sport","","1","1","","","","","","","","","","","https://res.cloudinary.com/dkxb7klnn/image/upload/v1765374636/DSC00116-_-%C4%90%C3%A3-s%E1%BB%ADa_la5k8o.png","12","false","","","","","","","","","","","active"
"PRODUCT_IMAGE","IMAGE:PRODUCT:1:1:tlt-vang-sport:13:237","PRODUCT:1:1:tlt-vang-sport","","1","1","","","","","","","","","","","https://res.cloudinary.com/dkxb7klnn/image/upload/v1765374632/DSC00117-_-%C4%90%C3%A3-s%E1%BB%ADa_qfvupq.png","13","false","","","","","","","","","","","active"
"PRODUCT_IMAGE","IMAGE:PRODUCT:1:1:tlt-vang-sport:14:238","PRODUCT:1:1:tlt-vang-sport","","1","1","","","","","","","","","","","https://res.cloudinary.com/dkxb7klnn/image/upload/v1765374631/DSC00118-_-%C4%90%C3%A3-s%E1%BB%ADa_fdyohe.png","14","false","","","","","","","","","","","active"
"PRODUCT_IMAGE","IMAGE:PRODUCT:1:1:tlt-vang-sport:15:239","PRODUCT:1:1:tlt-vang-sport","","1","1","","","","","","","","","","","https://res.cloudinary.com/dkxb7klnn/image/upload/v1765374628/DSC00135-_-%C4%90%C3%A3-s%E1%BB%ADa_qyhxui.png","15","false","","","","","","","","","","","active"
"PRODUCT_IMAGE","IMAGE:PRODUCT:1:1:tlt-vang-sport:16:240","PRODUCT:1:1:tlt-vang-sport","","1","1","","","","","","","","","","","https://res.cloudinary.com/dkxb7klnn/image/upload/v1765374630/DSC00148-_-%C4%90%C3%A3-s%E1%BB%ADa_te8oai.png","16","false","","","","","","","","","","","active"
"PRODUCT_IMAGE","IMAGE:PRODUCT:1:2:tlt-vang-exciter-150cc:1:241","PRODUCT:1:2:tlt-vang-exciter-150cc","","1","2","","","","","","","","","","","https://res.cloudinary.com/dkxb7klnn/image/upload/v1780250359/tlt1_eq0u71.png","1","true","","","","","","","","","","","active"
"PRODUCT_IMAGE","IMAGE:PRODUCT:1:2:tlt-vang-exciter-150cc:2:242","PRODUCT:1:2:tlt-vang-exciter-150cc","","1","2","","","","","","","","","","","https://res.cloudinary.com/dkxb7klnn/image/upload/v1780250375/tlt2_bztwkp.png","2","false","","","","","","","","","","","active"
"PRODUCT_IMAGE","IMAGE:PRODUCT:1:2:tlt-vang-exciter-150cc:3:243","PRODUCT:1:2:tlt-vang-exciter-150cc","","1","2","","","","","","","","","","","https://res.cloudinary.com/dkxb7klnn/image/upload/v1780250381/tlt3_psjuuv.png","3","false","","","","","","","","","","","active"
"PRODUCT_IMAGE","IMAGE:PRODUCT:1:2:tlt-vang-exciter-150cc:4:244","PRODUCT:1:2:tlt-vang-exciter-150cc","","1","2","","","","","","","","","","","https://res.cloudinary.com/dkxb7klnn/image/upload/v1780250386/tlt4_ozcn4h.png","4","false","","","","","","","","","","","active"
"PRODUCT_IMAGE","IMAGE:PRODUCT:1:2:tlt-vang-exciter-150cc:5:245","PRODUCT:1:2:tlt-vang-exciter-150cc","","1","2","","","","","","","","","","","https://res.cloudinary.com/dkxb7klnn/image/upload/v1780250393/tlt5_qfrvc8.png","5","false","","","","","","","","","","","active"
"PRODUCT_IMAGE","IMAGE:PRODUCT:1:2:tlt-vang-exciter-150cc:6:246","PRODUCT:1:2:tlt-vang-exciter-150cc","","1","2","","","","","","","","","","","https://res.cloudinary.com/dkxb7klnn/image/upload/v1780250389/tlt6_xi1ipe.png","6","false","","","","","","","","","","","active"
"PRODUCT_IMAGE","IMAGE:PRODUCT:1:2:tlt-vang-exciter-150cc:7:247","PRODUCT:1:2:tlt-vang-exciter-150cc","","1","2","","","","","","","","","","","https://res.cloudinary.com/dkxb7klnn/image/upload/v1780250401/tlt7_gkrbm7.png","7","false","","","","","","","","","","","active"
"PRODUCT_IMAGE","IMAGE:PRODUCT:1:2:tlt-vang-exciter-150cc:8:248","PRODUCT:1:2:tlt-vang-exciter-150cc","","1","2","","","","","","","","","","","https://res.cloudinary.com/dkxb7klnn/image/upload/v1780250405/tlt8_av9ov4.png","8","false","","","","","","","","","","","active"
"PRODUCT_IMAGE","IMAGE:PRODUCT:1:2:tlt-vang-exciter-150cc:9:249","PRODUCT:1:2:tlt-vang-exciter-150cc","","1","2","","","","","","","","","","","https://res.cloudinary.com/dkxb7klnn/image/upload/v1780250408/tlt9_pmonwf.png","9","false","","","","","","","","","","","active"
"PRODUCT_IMAGE","IMAGE:PRODUCT:1:2:tlt-vang-exciter-150cc:10:250","PRODUCT:1:2:tlt-vang-exciter-150cc","","1","2","","","","","","","","","","","https://res.cloudinary.com/dkxb7klnn/image/upload/v1780250398/tlt10_gqcavn.png","10","false","","","","","","","","","","","active"
"PRODUCT_IMAGE","IMAGE:PRODUCT:1:2:tlt-vang-exciter-150cc:11:251","PRODUCT:1:2:tlt-vang-exciter-150cc","","1","2","","","","","","","","","","","https://res.cloudinary.com/dkxb7klnn/image/upload/v1780250411/tlt11_qlwaxw.png","11","false","","","","","","","","","","","active"
"PRODUCT_IMAGE","IMAGE:PRODUCT:1:2:tlt-vang-exciter-150cc:12:252","PRODUCT:1:2:tlt-vang-exciter-150cc","","1","2","","","","","","","","","","","https://res.cloudinary.com/dkxb7klnn/image/upload/v1765374636/DSC00116-_-%C4%90%C3%A3-s%E1%BB%ADa_la5k8o.png","12","false","","","","","","","","","","","active"
"PRODUCT_IMAGE","IMAGE:PRODUCT:1:2:tlt-vang-exciter-150cc:13:253","PRODUCT:1:2:tlt-vang-exciter-150cc","","1","2","","","","","","","","","","","https://res.cloudinary.com/dkxb7klnn/image/upload/v1765374632/DSC00117-_-%C4%90%C3%A3-s%E1%BB%ADa_qfvupq.png","13","false","","","","","","","","","","","active"
"PRODUCT_IMAGE","IMAGE:PRODUCT:1:2:tlt-vang-exciter-150cc:14:254","PRODUCT:1:2:tlt-vang-exciter-150cc","","1","2","","","","","","","","","","","https://res.cloudinary.com/dkxb7klnn/image/upload/v1765374631/DSC00118-_-%C4%90%C3%A3-s%E1%BB%ADa_fdyohe.png","14","false","","","","","","","","","","","active"
"PRODUCT_IMAGE","IMAGE:PRODUCT:1:2:tlt-vang-exciter-150cc:15:255","PRODUCT:1:2:tlt-vang-exciter-150cc","","1","2","","","","","","","","","","","https://res.cloudinary.com/dkxb7klnn/image/upload/v1765374628/DSC00135-_-%C4%90%C3%A3-s%E1%BB%ADa_qyhxui.png","15","false","","","","","","","","","","","active"
"PRODUCT_IMAGE","IMAGE:PRODUCT:1:2:tlt-vang-exciter-150cc:16:256","PRODUCT:1:2:tlt-vang-exciter-150cc","","1","2","","","","","","","","","","","https://res.cloudinary.com/dkxb7klnn/image/upload/v1765374630/DSC00148-_-%C4%90%C3%A3-s%E1%BB%ADa_te8oai.png","16","false","","","","","","","","","","","active"
"PRODUCT_IMAGE","IMAGE:PRODUCT:1:3:tlt-vang-winner-150cc:1:257","PRODUCT:1:3:tlt-vang-winner-150cc","","1","3","","","","","","","","","","","https://res.cloudinary.com/dkxb7klnn/image/upload/v1780250359/tlt1_eq0u71.png","1","true","","","","","","","","","","","active"
"PRODUCT_IMAGE","IMAGE:PRODUCT:1:3:tlt-vang-winner-150cc:2:258","PRODUCT:1:3:tlt-vang-winner-150cc","","1","3","","","","","","","","","","","https://res.cloudinary.com/dkxb7klnn/image/upload/v1780250375/tlt2_bztwkp.png","2","false","","","","","","","","","","","active"
"PRODUCT_IMAGE","IMAGE:PRODUCT:1:3:tlt-vang-winner-150cc:3:259","PRODUCT:1:3:tlt-vang-winner-150cc","","1","3","","","","","","","","","","","https://res.cloudinary.com/dkxb7klnn/image/upload/v1780250381/tlt3_psjuuv.png","3","false","","","","","","","","","","","active"
"PRODUCT_IMAGE","IMAGE:PRODUCT:1:3:tlt-vang-winner-150cc:4:260","PRODUCT:1:3:tlt-vang-winner-150cc","","1","3","","","","","","","","","","","https://res.cloudinary.com/dkxb7klnn/image/upload/v1780250386/tlt4_ozcn4h.png","4","false","","","","","","","","","","","active"
"PRODUCT_IMAGE","IMAGE:PRODUCT:1:3:tlt-vang-winner-150cc:5:261","PRODUCT:1:3:tlt-vang-winner-150cc","","1","3","","","","","","","","","","","https://res.cloudinary.com/dkxb7klnn/image/upload/v1780250393/tlt5_qfrvc8.png","5","false","","","","","","","","","","","active"
"PRODUCT_IMAGE","IMAGE:PRODUCT:1:3:tlt-vang-winner-150cc:6:262","PRODUCT:1:3:tlt-vang-winner-150cc","","1","3","","","","","","","","","","","https://res.cloudinary.com/dkxb7klnn/image/upload/v1780250389/tlt6_xi1ipe.png","6","false","","","","","","","","","","","active"
"PRODUCT_IMAGE","IMAGE:PRODUCT:1:3:tlt-vang-winner-150cc:7:263","PRODUCT:1:3:tlt-vang-winner-150cc","","1","3","","","","","","","","","","","https://res.cloudinary.com/dkxb7klnn/image/upload/v1780250401/tlt7_gkrbm7.png","7","false","","","","","","","","","","","active"
"PRODUCT_IMAGE","IMAGE:PRODUCT:1:3:tlt-vang-winner-150cc:8:264","PRODUCT:1:3:tlt-vang-winner-150cc","","1","3","","","","","","","","","","","https://res.cloudinary.com/dkxb7klnn/image/upload/v1780250405/tlt8_av9ov4.png","8","false","","","","","","","","","","","active"
"PRODUCT_IMAGE","IMAGE:PRODUCT:1:3:tlt-vang-winner-150cc:9:265","PRODUCT:1:3:tlt-vang-winner-150cc","","1","3","","","","","","","","","","","https://res.cloudinary.com/dkxb7klnn/image/upload/v1780250408/tlt9_pmonwf.png","9","false","","","","","","","","","","","active"
"PRODUCT_IMAGE","IMAGE:PRODUCT:1:3:tlt-vang-winner-150cc:10:266","PRODUCT:1:3:tlt-vang-winner-150cc","","1","3","","","","","","","","","","","https://res.cloudinary.com/dkxb7klnn/image/upload/v1780250398/tlt10_gqcavn.png","10","false","","","","","","","","","","","active"
"PRODUCT_IMAGE","IMAGE:PRODUCT:1:3:tlt-vang-winner-150cc:11:267","PRODUCT:1:3:tlt-vang-winner-150cc","","1","3","","","","","","","","","","","https://res.cloudinary.com/dkxb7klnn/image/upload/v1780250411/tlt11_qlwaxw.png","11","false","","","","","","","","","","","active"
"PRODUCT_IMAGE","IMAGE:PRODUCT:1:3:tlt-vang-winner-150cc:12:268","PRODUCT:1:3:tlt-vang-winner-150cc","","1","3","","","","","","","","","","","https://res.cloudinary.com/dkxb7klnn/image/upload/v1765374636/DSC00116-_-%C4%90%C3%A3-s%E1%BB%ADa_la5k8o.png","12","false","","","","","","","","","","","active"
"PRODUCT_IMAGE","IMAGE:PRODUCT:1:3:tlt-vang-winner-150cc:13:269","PRODUCT:1:3:tlt-vang-winner-150cc","","1","3","","","","","","","","","","","https://res.cloudinary.com/dkxb7klnn/image/upload/v1765374632/DSC00117-_-%C4%90%C3%A3-s%E1%BB%ADa_qfvupq.png","13","false","","","","","","","","","","","active"
"PRODUCT_IMAGE","IMAGE:PRODUCT:1:3:tlt-vang-winner-150cc:14:270","PRODUCT:1:3:tlt-vang-winner-150cc","","1","3","","","","","","","","","","","https://res.cloudinary.com/dkxb7klnn/image/upload/v1765374631/DSC00118-_-%C4%90%C3%A3-s%E1%BB%ADa_fdyohe.png","14","false","","","","","","","","","","","active"
"PRODUCT_IMAGE","IMAGE:PRODUCT:1:3:tlt-vang-winner-150cc:15:271","PRODUCT:1:3:tlt-vang-winner-150cc","","1","3","","","","","","","","","","","https://res.cloudinary.com/dkxb7klnn/image/upload/v1765374628/DSC00135-_-%C4%90%C3%A3-s%E1%BB%ADa_qyhxui.png","15","false","","","","","","","","","","","active"
"PRODUCT_IMAGE","IMAGE:PRODUCT:1:3:tlt-vang-winner-150cc:16:272","PRODUCT:1:3:tlt-vang-winner-150cc","","1","3","","","","","","","","","","","https://res.cloudinary.com/dkxb7klnn/image/upload/v1765374630/DSC00148-_-%C4%90%C3%A3-s%E1%BB%ADa_te8oai.png","16","false","","","","","","","","","","","active"
"PRODUCT_IMAGE","IMAGE:PRODUCT:1:4:tlt-vang-exciter-gp-135cc:1:273","PRODUCT:1:4:tlt-vang-exciter-gp-135cc","","1","4","","","","","","","","","","","https://res.cloudinary.com/dkxb7klnn/image/upload/v1780250359/tlt1_eq0u71.png","1","true","","","","","","","","","","","active"
"PRODUCT_IMAGE","IMAGE:PRODUCT:1:4:tlt-vang-exciter-gp-135cc:2:274","PRODUCT:1:4:tlt-vang-exciter-gp-135cc","","1","4","","","","","","","","","","","https://res.cloudinary.com/dkxb7klnn/image/upload/v1780250375/tlt2_bztwkp.png","2","false","","","","","","","","","","","active"
"PRODUCT_IMAGE","IMAGE:PRODUCT:1:4:tlt-vang-exciter-gp-135cc:3:275","PRODUCT:1:4:tlt-vang-exciter-gp-135cc","","1","4","","","","","","","","","","","https://res.cloudinary.com/dkxb7klnn/image/upload/v1780250381/tlt3_psjuuv.png","3","false","","","","","","","","","","","active"
"PRODUCT_IMAGE","IMAGE:PRODUCT:1:4:tlt-vang-exciter-gp-135cc:4:276","PRODUCT:1:4:tlt-vang-exciter-gp-135cc","","1","4","","","","","","","","","","","https://res.cloudinary.com/dkxb7klnn/image/upload/v1780250386/tlt4_ozcn4h.png","4","false","","","","","","","","","","","active"
"PRODUCT_IMAGE","IMAGE:PRODUCT:1:4:tlt-vang-exciter-gp-135cc:5:277","PRODUCT:1:4:tlt-vang-exciter-gp-135cc","","1","4","","","","","","","","","","","https://res.cloudinary.com/dkxb7klnn/image/upload/v1780250393/tlt5_qfrvc8.png","5","false","","","","","","","","","","","active"
"PRODUCT_IMAGE","IMAGE:PRODUCT:1:4:tlt-vang-exciter-gp-135cc:6:278","PRODUCT:1:4:tlt-vang-exciter-gp-135cc","","1","4","","","","","","","","","","","https://res.cloudinary.com/dkxb7klnn/image/upload/v1780250389/tlt6_xi1ipe.png","6","false","","","","","","","","","","","active"
"PRODUCT_IMAGE","IMAGE:PRODUCT:1:4:tlt-vang-exciter-gp-135cc:7:279","PRODUCT:1:4:tlt-vang-exciter-gp-135cc","","1","4","","","","","","","","","","","https://res.cloudinary.com/dkxb7klnn/image/upload/v1780250401/tlt7_gkrbm7.png","7","false","","","","","","","","","","","active"
"PRODUCT_IMAGE","IMAGE:PRODUCT:1:4:tlt-vang-exciter-gp-135cc:8:280","PRODUCT:1:4:tlt-vang-exciter-gp-135cc","","1","4","","","","","","","","","","","https://res.cloudinary.com/dkxb7klnn/image/upload/v1780250405/tlt8_av9ov4.png","8","false","","","","","","","","","","","active"
"PRODUCT_IMAGE","IMAGE:PRODUCT:1:4:tlt-vang-exciter-gp-135cc:9:281","PRODUCT:1:4:tlt-vang-exciter-gp-135cc","","1","4","","","","","","","","","","","https://res.cloudinary.com/dkxb7klnn/image/upload/v1780250408/tlt9_pmonwf.png","9","false","","","","","","","","","","","active"
"PRODUCT_IMAGE","IMAGE:PRODUCT:1:4:tlt-vang-exciter-gp-135cc:10:282","PRODUCT:1:4:tlt-vang-exciter-gp-135cc","","1","4","","","","","","","","","","","https://res.cloudinary.com/dkxb7klnn/image/upload/v1780250398/tlt10_gqcavn.png","10","false","","","","","","","","","","","active"
"PRODUCT_IMAGE","IMAGE:PRODUCT:1:4:tlt-vang-exciter-gp-135cc:11:283","PRODUCT:1:4:tlt-vang-exciter-gp-135cc","","1","4","","","","","","","","","","","https://res.cloudinary.com/dkxb7klnn/image/upload/v1780250411/tlt11_qlwaxw.png","11","false","","","","","","","","","","","active"
"PRODUCT_IMAGE","IMAGE:PRODUCT:1:4:tlt-vang-exciter-gp-135cc:12:284","PRODUCT:1:4:tlt-vang-exciter-gp-135cc","","1","4","","","","","","","","","","","https://res.cloudinary.com/dkxb7klnn/image/upload/v1765374636/DSC00116-_-%C4%90%C3%A3-s%E1%BB%ADa_la5k8o.png","12","false","","","","","","","","","","","active"
"PRODUCT_IMAGE","IMAGE:PRODUCT:1:4:tlt-vang-exciter-gp-135cc:13:285","PRODUCT:1:4:tlt-vang-exciter-gp-135cc","","1","4","","","","","","","","","","","https://res.cloudinary.com/dkxb7klnn/image/upload/v1765374632/DSC00117-_-%C4%90%C3%A3-s%E1%BB%ADa_qfvupq.png","13","false","","","","","","","","","","","active"
"PRODUCT_IMAGE","IMAGE:PRODUCT:1:4:tlt-vang-exciter-gp-135cc:14:286","PRODUCT:1:4:tlt-vang-exciter-gp-135cc","","1","4","","","","","","","","","","","https://res.cloudinary.com/dkxb7klnn/image/upload/v1765374631/DSC00118-_-%C4%90%C3%A3-s%E1%BB%ADa_fdyohe.png","14","false","","","","","","","","","","","active"
"PRODUCT_IMAGE","IMAGE:PRODUCT:1:4:tlt-vang-exciter-gp-135cc:15:287","PRODUCT:1:4:tlt-vang-exciter-gp-135cc","","1","4","","","","","","","","","","","https://res.cloudinary.com/dkxb7klnn/image/upload/v1765374628/DSC00135-_-%C4%90%C3%A3-s%E1%BB%ADa_qyhxui.png","15","false","","","","","","","","","","","active"
"PRODUCT_IMAGE","IMAGE:PRODUCT:1:4:tlt-vang-exciter-gp-135cc:16:288","PRODUCT:1:4:tlt-vang-exciter-gp-135cc","","1","4","","","","","","","","","","","https://res.cloudinary.com/dkxb7klnn/image/upload/v1765374630/DSC00148-_-%C4%90%C3%A3-s%E1%BB%ADa_te8oai.png","16","false","","","","","","","","","","","active"
"PRODUCT_IMAGE","IMAGE:PRODUCT:1:5:tlt-vang-raider-fi-150cc:1:289","PRODUCT:1:5:tlt-vang-raider-fi-150cc","","1","5","","","","","","","","","","","https://res.cloudinary.com/dkxb7klnn/image/upload/v1780250359/tlt1_eq0u71.png","1","true","","","","","","","","","","","active"
"PRODUCT_IMAGE","IMAGE:PRODUCT:1:5:tlt-vang-raider-fi-150cc:2:290","PRODUCT:1:5:tlt-vang-raider-fi-150cc","","1","5","","","","","","","","","","","https://res.cloudinary.com/dkxb7klnn/image/upload/v1780250375/tlt2_bztwkp.png","2","false","","","","","","","","","","","active"
"PRODUCT_IMAGE","IMAGE:PRODUCT:1:5:tlt-vang-raider-fi-150cc:3:291","PRODUCT:1:5:tlt-vang-raider-fi-150cc","","1","5","","","","","","","","","","","https://res.cloudinary.com/dkxb7klnn/image/upload/v1780250381/tlt3_psjuuv.png","3","false","","","","","","","","","","","active"
"PRODUCT_IMAGE","IMAGE:PRODUCT:1:5:tlt-vang-raider-fi-150cc:4:292","PRODUCT:1:5:tlt-vang-raider-fi-150cc","","1","5","","","","","","","","","","","https://res.cloudinary.com/dkxb7klnn/image/upload/v1780250386/tlt4_ozcn4h.png","4","false","","","","","","","","","","","active"
"PRODUCT_IMAGE","IMAGE:PRODUCT:1:5:tlt-vang-raider-fi-150cc:5:293","PRODUCT:1:5:tlt-vang-raider-fi-150cc","","1","5","","","","","","","","","","","https://res.cloudinary.com/dkxb7klnn/image/upload/v1780250393/tlt5_qfrvc8.png","5","false","","","","","","","","","","","active"
"PRODUCT_IMAGE","IMAGE:PRODUCT:1:5:tlt-vang-raider-fi-150cc:6:294","PRODUCT:1:5:tlt-vang-raider-fi-150cc","","1","5","","","","","","","","","","","https://res.cloudinary.com/dkxb7klnn/image/upload/v1780250389/tlt6_xi1ipe.png","6","false","","","","","","","","","","","active"
"PRODUCT_IMAGE","IMAGE:PRODUCT:1:5:tlt-vang-raider-fi-150cc:7:295","PRODUCT:1:5:tlt-vang-raider-fi-150cc","","1","5","","","","","","","","","","","https://res.cloudinary.com/dkxb7klnn/image/upload/v1780250401/tlt7_gkrbm7.png","7","false","","","","","","","","","","","active"
"PRODUCT_IMAGE","IMAGE:PRODUCT:1:5:tlt-vang-raider-fi-150cc:8:296","PRODUCT:1:5:tlt-vang-raider-fi-150cc","","1","5","","","","","","","","","","","https://res.cloudinary.com/dkxb7klnn/image/upload/v1780250405/tlt8_av9ov4.png","8","false","","","","","","","","","","","active"
"PRODUCT_IMAGE","IMAGE:PRODUCT:1:5:tlt-vang-raider-fi-150cc:9:297","PRODUCT:1:5:tlt-vang-raider-fi-150cc","","1","5","","","","","","","","","","","https://res.cloudinary.com/dkxb7klnn/image/upload/v1780250408/tlt9_pmonwf.png","9","false","","","","","","","","","","","active"
"PRODUCT_IMAGE","IMAGE:PRODUCT:1:5:tlt-vang-raider-fi-150cc:10:298","PRODUCT:1:5:tlt-vang-raider-fi-150cc","","1","5","","","","","","","","","","","https://res.cloudinary.com/dkxb7klnn/image/upload/v1780250398/tlt10_gqcavn.png","10","false","","","","","","","","","","","active"
"PRODUCT_IMAGE","IMAGE:PRODUCT:1:5:tlt-vang-raider-fi-150cc:11:299","PRODUCT:1:5:tlt-vang-raider-fi-150cc","","1","5","","","","","","","","","","","https://res.cloudinary.com/dkxb7klnn/image/upload/v1780250411/tlt11_qlwaxw.png","11","false","","","","","","","","","","","active"
"PRODUCT_IMAGE","IMAGE:PRODUCT:1:5:tlt-vang-raider-fi-150cc:12:300","PRODUCT:1:5:tlt-vang-raider-fi-150cc","","1","5","","","","","","","","","","","https://res.cloudinary.com/dkxb7klnn/image/upload/v1765374636/DSC00116-_-%C4%90%C3%A3-s%E1%BB%ADa_la5k8o.png","12","false","","","","","","","","","","","active"
"PRODUCT_IMAGE","IMAGE:PRODUCT:1:5:tlt-vang-raider-fi-150cc:13:301","PRODUCT:1:5:tlt-vang-raider-fi-150cc","","1","5","","","","","","","","","","","https://res.cloudinary.com/dkxb7klnn/image/upload/v1765374632/DSC00117-_-%C4%90%C3%A3-s%E1%BB%ADa_qfvupq.png","13","false","","","","","","","","","","","active"
"PRODUCT_IMAGE","IMAGE:PRODUCT:1:5:tlt-vang-raider-fi-150cc:14:302","PRODUCT:1:5:tlt-vang-raider-fi-150cc","","1","5","","","","","","","","","","","https://res.cloudinary.com/dkxb7klnn/image/upload/v1765374631/DSC00118-_-%C4%90%C3%A3-s%E1%BB%ADa_fdyohe.png","14","false","","","","","","","","","","","active"
